,Entity,Code,Date,Daily confirmed cases (7-day average),Days since confirmed cases first reached 30 per day
0,Afghanistan,AFG,"Jan 2, 2020",0.0,-98.0
1,Afghanistan,AFG,"Jan 3, 2020",0.0,-97.0
2,Afghanistan,AFG,"Jan 4, 2020",0.0,-96.0
3,Afghanistan,AFG,"Jan 5, 2020",0.0,-95.0
4,Afghanistan,AFG,"Jan 6, 2020",0.0,-94.0
5,Afghanistan,AFG,"Jan 7, 2020",0.0,-93.0
6,Afghanistan,AFG,"Jan 8, 2020",0.0,-92.0
7,Afghanistan,AFG,"Jan 9, 2020",0.0,-91.0
8,Afghanistan,AFG,"Jan 10, 2020",0.0,-90.0
9,Afghanistan,AFG,"Jan 11, 2020",0.0,-89.0
10,Afghanistan,AFG,"Jan 12, 2020",0.0,-88.0
11,Afghanistan,AFG,"Jan 13, 2020",0.0,-87.0
12,Afghanistan,AFG,"Jan 14, 2020",0.0,-86.0
13,Afghanistan,AFG,"Jan 15, 2020",0.0,-85.0
14,Afghanistan,AFG,"Jan 16, 2020",0.0,-84.0
15,Afghanistan,AFG,"Jan 17, 2020",0.0,-83.0
16,Afghanistan,AFG,"Jan 18, 2020",0.0,-82.0
17,Afghanistan,AFG,"Jan 19, 2020",0.0,-81.0
18,Afghanistan,AFG,"Jan 20, 2020",0.0,-80.0
19,Afghanistan,AFG,"Jan 21, 2020",0.0,-79.0
20,Afghanistan,AFG,"Jan 22, 2020",0.0,-78.0
21,Afghanistan,AFG,"Jan 23, 2020",0.0,-77.0
22,Afghanistan,AFG,"Jan 24, 2020",0.0,-76.0
23,Afghanistan,AFG,"Jan 25, 2020",0.0,-75.0
24,Afghanistan,AFG,"Jan 26, 2020",0.0,-74.0
25,Afghanistan,AFG,"Jan 27, 2020",0.0,-73.0
26,Afghanistan,AFG,"Jan 28, 2020",0.0,-72.0
27,Afghanistan,AFG,"Jan 29, 2020",0.0,-71.0
28,Afghanistan,AFG,"Jan 30, 2020",0.0,-70.0
29,Afghanistan,AFG,"Jan 31, 2020",0.0,-69.0
30,Afghanistan,AFG,"Feb 1, 2020",0.0,-68.0
31,Afghanistan,AFG,"Feb 2, 2020",0.0,-67.0
32,Afghanistan,AFG,"Feb 3, 2020",0.0,-66.0
33,Afghanistan,AFG,"Feb 4, 2020",0.0,-65.0
34,Afghanistan,AFG,"Feb 5, 2020",0.0,-64.0
35,Afghanistan,AFG,"Feb 6, 2020",0.0,-63.0
36,Afghanistan,AFG,"Feb 7, 2020",0.0,-62.0
37,Afghanistan,AFG,"Feb 8, 2020",0.0,-61.0
38,Afghanistan,AFG,"Feb 9, 2020",0.0,-60.0
39,Afghanistan,AFG,"Feb 10, 2020",0.0,-59.0
40,Afghanistan,AFG,"Feb 11, 2020",0.0,-58.0
41,Afghanistan,AFG,"Feb 12, 2020",0.0,-57.0
42,Afghanistan,AFG,"Feb 13, 2020",0.0,-56.0
43,Afghanistan,AFG,"Feb 14, 2020",0.0,-55.0
44,Afghanistan,AFG,"Feb 15, 2020",0.0,-54.0
45,Afghanistan,AFG,"Feb 16, 2020",0.0,-53.0
46,Afghanistan,AFG,"Feb 17, 2020",0.0,-52.0
47,Afghanistan,AFG,"Feb 18, 2020",0.0,-51.0
48,Afghanistan,AFG,"Feb 19, 2020",0.0,-50.0
49,Afghanistan,AFG,"Feb 20, 2020",0.0,-49.0
50,Afghanistan,AFG,"Feb 21, 2020",0.0,-48.0
51,Afghanistan,AFG,"Feb 22, 2020",0.0,-47.0
52,Afghanistan,AFG,"Feb 23, 2020",0.0,-46.0
53,Afghanistan,AFG,"Feb 24, 2020",0.0,-45.0
54,Afghanistan,AFG,"Feb 25, 2020",0.14286,-44.0
55,Afghanistan,AFG,"Feb 26, 2020",0.14286,-43.0
56,Afghanistan,AFG,"Feb 27, 2020",0.14286,-42.0
57,Afghanistan,AFG,"Feb 28, 2020",0.14286,-41.0
58,Afghanistan,AFG,"Feb 29, 2020",0.14286,-40.0
59,Afghanistan,AFG,"Mar 1, 2020",0.14286,-39.0
60,Afghanistan,AFG,"Mar 2, 2020",0.14286,-38.0
61,Afghanistan,AFG,"Mar 3, 2020",0.0,-37.0
62,Afghanistan,AFG,"Mar 4, 2020",0.0,-36.0
63,Afghanistan,AFG,"Mar 5, 2020",0.0,-35.0
64,Afghanistan,AFG,"Mar 6, 2020",0.0,-34.0
65,Afghanistan,AFG,"Mar 7, 2020",,-33.0
66,Afghanistan,AFG,"Mar 8, 2020",,-32.0
67,Afghanistan,AFG,"Mar 9, 2020",,-31.0
68,Afghanistan,AFG,"Mar 10, 2020",,-30.0
69,Afghanistan,AFG,"Mar 11, 2020",,-29.0
70,Afghanistan,AFG,"Mar 12, 2020",,-28.0
71,Afghanistan,AFG,"Mar 13, 2020",,-27.0
72,Afghanistan,AFG,"Mar 14, 2020",,-26.0
73,Afghanistan,AFG,"Mar 15, 2020",,-25.0
74,Afghanistan,AFG,"Mar 16, 2020",4.0,-24.0
75,Afghanistan,AFG,"Mar 17, 2020",4.25,-23.0
76,Afghanistan,AFG,"Mar 18, 2020",3.75,-22.0
77,Afghanistan,AFG,"Mar 19, 2020",3.0,-21.0
78,Afghanistan,AFG,"Mar 20, 2020",2.5,-20.0
79,Afghanistan,AFG,"Mar 21, 2020",2.42857,-19.0
80,Afghanistan,AFG,"Mar 22, 2020",2.0,-18.0
81,Afghanistan,AFG,"Mar 23, 2020",2.57143,-17.0
82,Afghanistan,AFG,"Mar 24, 2020",2.71429,-16.0
83,Afghanistan,AFG,"Mar 25, 2020",2.85714,-15.0
84,Afghanistan,AFG,"Mar 26, 2020",7.57143,-14.0
85,Afghanistan,AFG,"Mar 27, 2020",7.57143,-13.0
86,Afghanistan,AFG,"Mar 28, 2020",9.57143,-12.0
87,Afghanistan,AFG,"Mar 29, 2020",11.71429,-11.0
88,Afghanistan,AFG,"Mar 30, 2020",11.42857,-10.0
89,Afghanistan,AFG,"Mar 31, 2020",14.42857,-9.0
90,Afghanistan,AFG,"Apr 1, 2020",17.71429,-8.0
91,Afghanistan,AFG,"Apr 2, 2020",16.71429,-7.0
92,Afghanistan,AFG,"Apr 3, 2020",22.85714,-6.0
93,Afghanistan,AFG,"Apr 4, 2020",20.57143,-5.0
94,Afghanistan,AFG,"Apr 5, 2020",23.42857,-4.0
95,Afghanistan,AFG,"Apr 6, 2020",26.42857,-3.0
96,Afghanistan,AFG,"Apr 7, 2020",28.0,-2.0
97,Afghanistan,AFG,"Apr 8, 2020",28.71429,-1.0
98,Afghanistan,AFG,"Apr 9, 2020",33.0,0.0
99,Afghanistan,AFG,"Apr 10, 2020",35.57143,1.0
100,Afghanistan,AFG,"Apr 11, 2020",40.85714,2.0
101,Afghanistan,AFG,"Apr 12, 2020",40.71429,3.0
102,Afghanistan,AFG,"Apr 13, 2020",44.0,4.0
103,Afghanistan,AFG,"Apr 14, 2020",46.85714,5.0
104,Afghanistan,AFG,"Apr 15, 2020",49.57143,6.0
105,Afghanistan,AFG,"Apr 16, 2020",51.57143,7.0
106,Afghanistan,AFG,"Apr 17, 2020",44.28571,8.0
107,Afghanistan,AFG,"Apr 18, 2020",46.28571,9.0
108,Afghanistan,AFG,"Apr 19, 2020",50.42857,10.0
109,Afghanistan,AFG,"Apr 20, 2020",55.57143,11.0
110,Afghanistan,AFG,"Apr 21, 2020",52.28571,12.0
111,Afghanistan,AFG,"Apr 22, 2020",54.0,13.0
112,Afghanistan,AFG,"Apr 23, 2020",56.0,14.0
113,Afghanistan,AFG,"Apr 24, 2020",69.57143,15.0
114,Afghanistan,AFG,"Apr 25, 2020",72.28571,16.0
115,Afghanistan,AFG,"Apr 26, 2020",79.28571,17.0
116,Afghanistan,AFG,"Apr 27, 2020",76.42857,18.0
117,Afghanistan,AFG,"Apr 28, 2020",96.0,19.0
118,Afghanistan,AFG,"Apr 29, 2020",105.0,20.0
119,Afghanistan,AFG,"Apr 30, 2020",110.42857,21.0
120,Afghanistan,AFG,"May 1, 2020",127.14286,22.0
121,Afghanistan,AFG,"May 2, 2020",140.57143,23.0
122,Afghanistan,AFG,"May 3, 2020",143.71429,24.0
123,Afghanistan,AFG,"May 4, 2020",167.57143,25.0
124,Afghanistan,AFG,"May 5, 2020",170.14286,26.0
125,Afghanistan,AFG,"May 6, 2020",199.57143,27.0
126,Afghanistan,AFG,"May 7, 2020",206.14286,28.0
127,Afghanistan,AFG,"May 8, 2020",198.85714,29.0
128,Afghanistan,AFG,"May 9, 2020",206.14286,30.0
129,Afghanistan,AFG,"May 10, 2020",223.42857,31.0
130,Afghanistan,AFG,"May 11, 2020",242.57143,32.0
131,Afghanistan,AFG,"May 12, 2020",256.14286,33.0
132,Afghanistan,AFG,"May 13, 2020",249.0,34.0
133,Afghanistan,AFG,"May 14, 2020",262.0,35.0
134,Afghanistan,AFG,"May 15, 2020",253.71429,36.0
135,Afghanistan,AFG,"May 16, 2020",374.85714,37.0
136,Afghanistan,AFG,"May 17, 2020",338.42857,38.0
137,Afghanistan,AFG,"May 18, 2020",323.14286,39.0
138,Afghanistan,AFG,"May 19, 2020",340.71429,40.0
139,Afghanistan,AFG,"May 20, 2020",383.71429,41.0
140,Afghanistan,AFG,"May 21, 2020",417.0,42.0
141,Afghanistan,AFG,"May 22, 2020",476.71429,43.0
142,Afghanistan,AFG,"May 23, 2020",402.0,44.0
143,Afghanistan,AFG,"May 24, 2020",513.71429,45.0
144,Afghanistan,AFG,"May 25, 2020",559.71429,46.0
145,Afghanistan,AFG,"May 26, 2020",585.85714,47.0
146,Afghanistan,AFG,"May 27, 2020",596.85714,48.0
147,Afghanistan,AFG,"May 28, 2020",615.85714,49.0
148,Afghanistan,AFG,"May 29, 2020",622.85714,50.0
149,Afghanistan,AFG,"May 30, 2020",634.71429,51.0
150,Afghanistan,AFG,"May 31, 2020",646.71429,52.0
151,Afghanistan,AFG,"Jun 1, 2020",660.42857,53.0
152,Afghanistan,AFG,"Jun 2, 2020",653.85714,54.0
153,Afghanistan,AFG,"Jun 3, 2020",668.28571,55.0
154,Afghanistan,AFG,"Jun 4, 2020",687.28571,56.0
155,Afghanistan,AFG,"Jun 5, 2020",716.85714,57.0
156,Afghanistan,AFG,"Jun 6, 2020",758.57143,58.0
157,Afghanistan,AFG,"Jun 7, 2020",718.0,59.0
158,Afghanistan,AFG,"Jun 8, 2020",733.85714,60.0
159,Afghanistan,AFG,"Jun 9, 2020",738.14286,61.0
160,Afghanistan,AFG,"Jun 10, 2020",707.14286,62.0
161,Afghanistan,AFG,"Jun 11, 2020",696.57143,63.0
162,Afghanistan,AFG,"Jun 12, 2020",690.85714,64.0
163,Afghanistan,AFG,"Jun 13, 2020",653.85714,65.0
164,Afghanistan,AFG,"Jun 14, 2020",650.14286,66.0
165,Africa,,"Jan 2, 2020",0.0,-74.0
166,Africa,,"Jan 3, 2020",0.0,-73.0
167,Africa,,"Jan 4, 2020",0.0,-72.0
168,Africa,,"Jan 5, 2020",0.0,-71.0
169,Africa,,"Jan 6, 2020",0.0,-70.0
170,Africa,,"Jan 7, 2020",0.0,-69.0
171,Africa,,"Jan 8, 2020",0.0,-68.0
172,Africa,,"Jan 9, 2020",0.0,-67.0
173,Africa,,"Jan 10, 2020",0.0,-66.0
174,Africa,,"Jan 11, 2020",0.0,-65.0
175,Africa,,"Jan 12, 2020",0.0,-64.0
176,Africa,,"Jan 13, 2020",0.0,-63.0
177,Africa,,"Jan 14, 2020",0.0,-62.0
178,Africa,,"Jan 15, 2020",0.0,-61.0
179,Africa,,"Jan 16, 2020",0.0,-60.0
180,Africa,,"Jan 17, 2020",0.0,-59.0
181,Africa,,"Jan 18, 2020",0.0,-58.0
182,Africa,,"Jan 19, 2020",0.0,-57.0
183,Africa,,"Jan 20, 2020",0.0,-56.0
184,Africa,,"Jan 21, 2020",0.0,-55.0
185,Africa,,"Jan 22, 2020",0.0,-54.0
186,Africa,,"Jan 23, 2020",0.0,-53.0
187,Africa,,"Jan 24, 2020",0.0,-52.0
188,Africa,,"Jan 25, 2020",0.0,-51.0
189,Africa,,"Jan 26, 2020",0.0,-50.0
190,Africa,,"Jan 27, 2020",0.0,-49.0
191,Africa,,"Jan 28, 2020",0.0,-48.0
192,Africa,,"Jan 29, 2020",0.0,-47.0
193,Africa,,"Jan 30, 2020",0.0,-46.0
194,Africa,,"Jan 31, 2020",0.0,-45.0
195,Africa,,"Feb 1, 2020",0.0,-44.0
196,Africa,,"Feb 2, 2020",0.0,-43.0
197,Africa,,"Feb 3, 2020",0.0,-42.0
198,Africa,,"Feb 4, 2020",0.0,-41.0
199,Africa,,"Feb 5, 2020",0.0,-40.0
200,Africa,,"Feb 6, 2020",0.0,-39.0
201,Africa,,"Feb 7, 2020",0.0,-38.0
202,Africa,,"Feb 8, 2020",0.0,-37.0
203,Africa,,"Feb 9, 2020",0.0,-36.0
204,Africa,,"Feb 10, 2020",0.0,-35.0
205,Africa,,"Feb 11, 2020",0.0,-34.0
206,Africa,,"Feb 12, 2020",0.0,-33.0
207,Africa,,"Feb 13, 2020",0.0,-32.0
208,Africa,,"Feb 14, 2020",0.0,-31.0
209,Africa,,"Feb 15, 2020",0.14286,-30.0
210,Africa,,"Feb 16, 2020",0.14286,-29.0
211,Africa,,"Feb 17, 2020",0.14286,-28.0
212,Africa,,"Feb 18, 2020",0.14286,-27.0
213,Africa,,"Feb 19, 2020",0.14286,-26.0
214,Africa,,"Feb 20, 2020",0.14286,-25.0
215,Africa,,"Feb 21, 2020",0.14286,-24.0
216,Africa,,"Feb 22, 2020",0.0,-23.0
217,Africa,,"Feb 23, 2020",0.0,-22.0
218,Africa,,"Feb 24, 2020",0.0,-21.0
219,Africa,,"Feb 25, 2020",0.0,-20.0
220,Africa,,"Feb 26, 2020",0.14286,-19.0
221,Africa,,"Feb 27, 2020",0.14286,-18.0
222,Africa,,"Feb 28, 2020",0.28571,-17.0
223,Africa,,"Feb 29, 2020",0.28571,-16.0
224,Africa,,"Mar 1, 2020",0.57143,-15.0
225,Africa,,"Mar 2, 2020",0.71429,-14.0
226,Africa,,"Mar 3, 2020",1.14286,-13.0
227,Africa,,"Mar 4, 2020",1.28571,-12.0
228,Africa,,"Mar 5, 2020",2.57143,-11.0
229,Africa,,"Mar 6, 2020",3.71429,-10.0
230,Africa,,"Mar 7, 2020",5.71429,-9.0
231,Africa,,"Mar 8, 2020",5.57143,-8.0
232,Africa,,"Mar 9, 2020",11.0,-7.0
233,Africa,,"Mar 10, 2020",12.28571,-6.0
234,Africa,,"Mar 11, 2020",13.42857,-5.0
235,Africa,,"Mar 12, 2020",14.0,-4.0
236,Africa,,"Mar 13, 2020",18.57143,-3.0
237,Africa,,"Mar 14, 2020",22.71429,-2.0
238,Africa,,"Mar 15, 2020",27.85714,-1.0
239,Africa,,"Mar 16, 2020",34.42857,0.0
240,Africa,,"Mar 17, 2020",43.85714,1.0
241,Africa,,"Mar 18, 2020",55.57143,2.0
242,Africa,,"Mar 19, 2020",73.57143,3.0
243,Africa,,"Mar 20, 2020",83.57143,4.0
244,Africa,,"Mar 21, 2020",110.42857,5.0
245,Africa,,"Mar 22, 2020",133.85714,6.0
246,Africa,,"Mar 23, 2020",152.14286,7.0
247,Africa,,"Mar 24, 2020",190.85714,8.0
248,Africa,,"Mar 25, 2020",244.14286,9.0
249,Africa,,"Mar 26, 2020",293.85714,10.0
250,Africa,,"Mar 27, 2020",362.0,11.0
251,Africa,,"Mar 28, 2020",404.14286,12.0
252,Africa,,"Mar 29, 2020",421.14286,13.0
253,Africa,,"Mar 30, 2020",462.85714,14.0
254,Africa,,"Mar 31, 2020",485.57143,15.0
255,Africa,,"Apr 1, 2020",489.0,16.0
256,Africa,,"Apr 2, 2020",508.28571,17.0
257,Africa,,"Apr 3, 2020",515.0,18.0
258,Africa,,"Apr 4, 2020",529.14286,19.0
259,Africa,,"Apr 5, 2020",616.57143,20.0
260,Africa,,"Apr 6, 2020",649.42857,21.0
261,Africa,,"Apr 7, 2020",666.42857,22.0
262,Africa,,"Apr 8, 2020",699.71429,23.0
263,Africa,,"Apr 9, 2020",742.57143,24.0
264,Africa,,"Apr 10, 2020",771.0,25.0
265,Africa,,"Apr 11, 2020",777.71429,26.0
266,Africa,,"Apr 12, 2020",746.57143,27.0
267,Africa,,"Apr 13, 2020",763.85714,28.0
268,Africa,,"Apr 14, 2020",784.14286,29.0
269,Africa,,"Apr 15, 2020",822.42857,30.0
270,Africa,,"Apr 16, 2020",828.14286,31.0
271,Africa,,"Apr 17, 2020",864.14286,32.0
272,Africa,,"Apr 18, 2020",992.14286,33.0
273,Africa,,"Apr 19, 2020",1055.85714,34.0
274,Africa,,"Apr 20, 2020",1111.57143,35.0
275,Africa,,"Apr 21, 2020",1139.42857,36.0
276,Africa,,"Apr 22, 2020",1190.85714,37.0
277,Africa,,"Apr 23, 2020",1206.14286,38.0
278,Africa,,"Apr 24, 2020",1270.28571,39.0
279,Africa,,"Apr 25, 2020",1311.14286,40.0
280,Africa,,"Apr 26, 2020",1322.71429,41.0
281,Africa,,"Apr 27, 2020",1349.28571,42.0
282,Africa,,"Apr 28, 2020",1413.57143,43.0
283,Africa,,"Apr 29, 2020",1473.57143,44.0
284,Africa,,"Apr 30, 2020",1578.42857,45.0
285,Africa,,"May 1, 2020",1661.28571,46.0
286,Africa,,"May 2, 2020",1668.85714,47.0
287,Africa,,"May 3, 2020",1780.0,48.0
288,Africa,,"May 4, 2020",1812.42857,49.0
289,Africa,,"May 5, 2020",1994.28571,50.0
290,Africa,,"May 6, 2020",2039.42857,51.0
291,Africa,,"May 7, 2020",2134.57143,52.0
292,Africa,,"May 8, 2020",2179.42857,53.0
293,Africa,,"May 9, 2020",2439.85714,54.0
294,Africa,,"May 10, 2020",2551.57143,55.0
295,Africa,,"May 11, 2020",2708.0,56.0
296,Africa,,"May 12, 2020",2769.71429,57.0
297,Africa,,"May 13, 2020",2899.42857,58.0
298,Africa,,"May 14, 2020",2979.42857,59.0
299,Africa,,"May 15, 2020",3081.85714,60.0
300,Africa,,"May 16, 2020",2942.28571,61.0
301,Africa,,"May 17, 2020",2971.14286,62.0
302,Africa,,"May 18, 2020",3060.71429,63.0
303,Africa,,"May 19, 2020",3082.14286,64.0
304,Africa,,"May 20, 2020",3123.0,65.0
305,Africa,,"May 21, 2020",3207.42857,66.0
306,Africa,,"May 22, 2020",3453.71429,67.0
307,Africa,,"May 23, 2020",3611.42857,68.0
308,Africa,,"May 24, 2020",3816.57143,69.0
309,Africa,,"May 25, 2020",3870.42857,70.0
310,Africa,,"May 26, 2020",3954.14286,71.0
311,Africa,,"May 27, 2020",4045.14286,72.0
312,Africa,,"May 28, 2020",4221.0,73.0
313,Africa,,"May 29, 2020",4203.71429,74.0
314,Africa,,"May 30, 2020",4491.0,75.0
315,Africa,,"May 31, 2020",4781.57143,76.0
316,Africa,,"Jun 1, 2020",5012.42857,77.0
317,Africa,,"Jun 2, 2020",5245.85714,78.0
318,Africa,,"Jun 3, 2020",5395.57143,79.0
319,Africa,,"Jun 4, 2020",5377.57143,80.0
320,Africa,,"Jun 5, 2020",5791.71429,81.0
321,Africa,,"Jun 6, 2020",6008.57143,82.0
322,Africa,,"Jun 7, 2020",6000.71429,83.0
323,Africa,,"Jun 8, 2020",6086.0,84.0
324,Africa,,"Jun 9, 2020",6297.85714,85.0
325,Africa,,"Jun 10, 2020",6527.42857,86.0
326,Africa,,"Jun 11, 2020",6778.28571,87.0
327,Africa,,"Jun 12, 2020",6721.0,88.0
328,Africa,,"Jun 13, 2020",6897.42857,89.0
329,Africa,,"Jun 14, 2020",7128.71429,90.0
330,Albania,ALB,"Mar 9, 2020",,-97.0
331,Albania,ALB,"Mar 10, 2020",,-96.0
332,Albania,ALB,"Mar 11, 2020",3.33333,-95.0
333,Albania,ALB,"Mar 12, 2020",2.75,-94.0
334,Albania,ALB,"Mar 13, 2020",4.6,-93.0
335,Albania,ALB,"Mar 14, 2020",5.5,-92.0
336,Albania,ALB,"Mar 15, 2020",5.42857,-91.0
337,Albania,ALB,"Mar 16, 2020",5.71429,-90.0
338,Albania,ALB,"Mar 17, 2020",6.42857,-89.0
339,Albania,ALB,"Mar 18, 2020",6.42857,-88.0
340,Albania,ALB,"Mar 19, 2020",6.85714,-87.0
341,Albania,ALB,"Mar 20, 2020",6.71429,-86.0
342,Albania,ALB,"Mar 21, 2020",5.28571,-85.0
343,Albania,ALB,"Mar 22, 2020",5.42857,-84.0
344,Albania,ALB,"Mar 23, 2020",6.71429,-83.0
345,Albania,ALB,"Mar 24, 2020",7.0,-82.0
346,Albania,ALB,"Mar 25, 2020",9.71429,-81.0
347,Albania,ALB,"Mar 26, 2020",12.42857,-80.0
348,Albania,ALB,"Mar 27, 2020",14.85714,-79.0
349,Albania,ALB,"Mar 28, 2020",16.57143,-78.0
350,Albania,ALB,"Mar 29, 2020",17.28571,-77.0
351,Albania,ALB,"Mar 30, 2020",17.57143,-76.0
352,Albania,ALB,"Mar 31, 2020",17.57143,-75.0
353,Albania,ALB,"Apr 1, 2020",17.14286,-74.0
354,Albania,ALB,"Apr 2, 2020",16.14286,-73.0
355,Albania,ALB,"Apr 3, 2020",14.71429,-72.0
356,Albania,ALB,"Apr 4, 2020",16.85714,-71.0
357,Albania,ALB,"Apr 5, 2020",19.42857,-70.0
358,Albania,ALB,"Apr 6, 2020",21.28571,-69.0
359,Albania,ALB,"Apr 7, 2020",22.0,-68.0
360,Albania,ALB,"Apr 8, 2020",20.0,-67.0
361,Albania,ALB,"Apr 9, 2020",20.14286,-66.0
362,Albania,ALB,"Apr 10, 2020",18.85714,-65.0
363,Albania,ALB,"Apr 11, 2020",16.0,-64.0
364,Albania,ALB,"Apr 12, 2020",14.28571,-63.0
365,Albania,ALB,"Apr 13, 2020",12.14286,-62.0
366,Albania,ALB,"Apr 14, 2020",12.85714,-61.0
367,Albania,ALB,"Apr 15, 2020",13.14286,-60.0
368,Albania,ALB,"Apr 16, 2020",13.42857,-59.0
369,Albania,ALB,"Apr 17, 2020",15.57143,-58.0
370,Albania,ALB,"Apr 18, 2020",17.57143,-57.0
371,Albania,ALB,"Apr 19, 2020",16.42857,-56.0
372,Albania,ALB,"Apr 20, 2020",16.57143,-55.0
373,Albania,ALB,"Apr 21, 2020",16.71429,-54.0
374,Albania,ALB,"Apr 22, 2020",19.14286,-53.0
375,Albania,ALB,"Apr 23, 2020",20.0,-52.0
376,Albania,ALB,"Apr 24, 2020",20.71429,-51.0
377,Albania,ALB,"Apr 25, 2020",19.85714,-50.0
378,Albania,ALB,"Apr 26, 2020",23.42857,-49.0
379,Albania,ALB,"Apr 27, 2020",23.42857,-48.0
380,Albania,ALB,"Apr 28, 2020",21.71429,-47.0
381,Albania,ALB,"Apr 29, 2020",20.14286,-46.0
382,Albania,ALB,"Apr 30, 2020",18.85714,-45.0
383,Albania,ALB,"May 1, 2020",15.71429,-44.0
384,Albania,ALB,"May 2, 2020",14.85714,-43.0
385,Albania,ALB,"May 3, 2020",11.0,-42.0
386,Albania,ALB,"May 4, 2020",9.85714,-41.0
387,Albania,ALB,"May 5, 2020",9.57143,-40.0
388,Albania,ALB,"May 6, 2020",10.0,-39.0
389,Albania,ALB,"May 7, 2020",9.42857,-38.0
390,Albania,ALB,"May 8, 2020",9.85714,-37.0
391,Albania,ALB,"May 9, 2020",9.71429,-36.0
392,Albania,ALB,"May 10, 2020",9.57143,-35.0
393,Albania,ALB,"May 11, 2020",10.42857,-34.0
394,Albania,ALB,"May 12, 2020",9.85714,-33.0
395,Albania,ALB,"May 13, 2020",8.0,-32.0
396,Albania,ALB,"May 14, 2020",6.85714,-31.0
397,Albania,ALB,"May 15, 2020",8.0,-30.0
398,Albania,ALB,"May 16, 2020",9.42857,-29.0
399,Albania,ALB,"May 17, 2020",11.0,-28.0
400,Albania,ALB,"May 18, 2020",11.14286,-27.0
401,Albania,ALB,"May 19, 2020",10.85714,-26.0
402,Albania,ALB,"May 20, 2020",10.42857,-25.0
403,Albania,ALB,"May 21, 2020",12.0,-24.0
404,Albania,ALB,"May 22, 2020",10.14286,-23.0
405,Albania,ALB,"May 23, 2020",9.28571,-22.0
406,Albania,ALB,"May 24, 2020",8.0,-21.0
407,Albania,ALB,"May 25, 2020",7.42857,-20.0
408,Albania,ALB,"May 26, 2020",8.0,-19.0
409,Albania,ALB,"May 27, 2020",11.42857,-18.0
410,Albania,ALB,"May 28, 2020",12.28571,-17.0
411,Albania,ALB,"May 29, 2020",15.28571,-16.0
412,Albania,ALB,"May 30, 2020",16.85714,-15.0
413,Albania,ALB,"May 31, 2020",19.0,-14.0
414,Albania,ALB,"Jun 1, 2020",19.85714,-13.0
415,Albania,ALB,"Jun 2, 2020",19.85714,-12.0
416,Albania,ALB,"Jun 3, 2020",19.28571,-11.0
417,Albania,ALB,"Jun 4, 2020",19.14286,-10.0
418,Albania,ALB,"Jun 5, 2020",17.28571,-9.0
419,Albania,ALB,"Jun 6, 2020",16.14286,-8.0
420,Albania,ALB,"Jun 7, 2020",15.71429,-7.0
421,Albania,ALB,"Jun 8, 2020",15.57143,-6.0
422,Albania,ALB,"Jun 9, 2020",17.14286,-5.0
423,Albania,ALB,"Jun 10, 2020",19.28571,-4.0
424,Albania,ALB,"Jun 11, 2020",22.42857,-3.0
425,Albania,ALB,"Jun 12, 2020",26.85714,-2.0
426,Albania,ALB,"Jun 13, 2020",29.14286,-1.0
427,Albania,ALB,"Jun 14, 2020",33.14286,0.0
428,Algeria,DZA,"Jan 2, 2020",0.0,-84.0
429,Algeria,DZA,"Jan 3, 2020",0.0,-83.0
430,Algeria,DZA,"Jan 4, 2020",0.0,-82.0
431,Algeria,DZA,"Jan 5, 2020",0.0,-81.0
432,Algeria,DZA,"Jan 6, 2020",0.0,-80.0
433,Algeria,DZA,"Jan 7, 2020",0.0,-79.0
434,Algeria,DZA,"Jan 8, 2020",0.0,-78.0
435,Algeria,DZA,"Jan 9, 2020",0.0,-77.0
436,Algeria,DZA,"Jan 10, 2020",0.0,-76.0
437,Algeria,DZA,"Jan 11, 2020",0.0,-75.0
438,Algeria,DZA,"Jan 12, 2020",0.0,-74.0
439,Algeria,DZA,"Jan 13, 2020",0.0,-73.0
440,Algeria,DZA,"Jan 14, 2020",0.0,-72.0
441,Algeria,DZA,"Jan 15, 2020",0.0,-71.0
442,Algeria,DZA,"Jan 16, 2020",0.0,-70.0
443,Algeria,DZA,"Jan 17, 2020",0.0,-69.0
444,Algeria,DZA,"Jan 18, 2020",0.0,-68.0
445,Algeria,DZA,"Jan 19, 2020",0.0,-67.0
446,Algeria,DZA,"Jan 20, 2020",0.0,-66.0
447,Algeria,DZA,"Jan 21, 2020",0.0,-65.0
448,Algeria,DZA,"Jan 22, 2020",0.0,-64.0
449,Algeria,DZA,"Jan 23, 2020",0.0,-63.0
450,Algeria,DZA,"Jan 24, 2020",0.0,-62.0
451,Algeria,DZA,"Jan 25, 2020",0.0,-61.0
452,Algeria,DZA,"Jan 26, 2020",0.0,-60.0
453,Algeria,DZA,"Jan 27, 2020",0.0,-59.0
454,Algeria,DZA,"Jan 28, 2020",0.0,-58.0
455,Algeria,DZA,"Jan 29, 2020",0.0,-57.0
456,Algeria,DZA,"Jan 30, 2020",0.0,-56.0
457,Algeria,DZA,"Jan 31, 2020",0.0,-55.0
458,Algeria,DZA,"Feb 1, 2020",0.0,-54.0
459,Algeria,DZA,"Feb 2, 2020",0.0,-53.0
460,Algeria,DZA,"Feb 3, 2020",0.0,-52.0
461,Algeria,DZA,"Feb 4, 2020",0.0,-51.0
462,Algeria,DZA,"Feb 5, 2020",0.0,-50.0
463,Algeria,DZA,"Feb 6, 2020",0.0,-49.0
464,Algeria,DZA,"Feb 7, 2020",0.0,-48.0
